"pg_likes","pg_checkins","people_returns_pg","pg_category","c1_min","c1_max","c1_avg","c1_median","c1_std_dev","c2_min","c2_max","c2_avg","c2_median","c2_std_dev","c3_min","c3_max","c3_avg","c3_median","c3_std_dev","c4_min","c4_max","c4_avg","c4_median","c4_std_dev","c5_min","c5_max","c5_avg","c5_median","c5_std_dev","c1","c2","c3","c4","c5","baseTime","post_length","post_shares","post_promotion_status","hrs","post_pub_sun","post_pub_mon","post_pub_tue","post_pub_wed","post_pub_thu","post_pub_fri","post_pub_sat","base_sun","base_mon","base_tue","base_wed","base_thu","base_fri","base_sat","comments_received"
"1340760.0","33935.0","49392.0","9.0","0.0","768.0","77.2","36.5","132.861","0.0","275.0","28.6","14.0","45.4669","0.0","716.0","47.825","0.0","124.051","0.0","744.0","76.0","36.5","129.478","-664.0","275.0","-19.225","5.0","131.037","11.0","11.0","0.0","11.0","11.0","21.0","81.0","13.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"10461800.0","938.0","1204130.0","20.0","0.0","1209.0","202.741","69.5","270.176","0.0","946.0","128.648","51.5","193.633","0.0","668.0","59.5926","0.0","137.491","0.0","981.0","190.889","69.0","244.558","-579.0","905.0","69.0556","30.5","237.378","70.0","0.0","15.0","69.0","-15.0","63.0","105.0","17.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"5925350.0","0.0","308173.0","9.0","0.0","263.0","107.667","103.5","65.8867","0.0","263.0","88.9167","68.0","74.9038","0.0","94.0","18.75","0.0","34.2031","0.0","263.0","106.333","103.5","66.008","-77.0","263.0","70.1667","65.5","96.0198","263.0","263.0","0.0","263.0","263.0","5.0","103.0","81.0","0.0","12.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","71.0"
"55482.0","0.0","3380.0","34.0","0.0","1.0","0.25","0.0","0.433013","0.0","1.0","0.25","0.0","0.433013","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.25","0.0","0.433013","0.0","1.0","0.25","0.0","0.433013","0.0","0.0","0.0","0.0","0.0","5.0","55.0","1.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"6639220.0","49.0","185737.0","9.0","0.0","819.0","98.0","63.0","139.591","0.0","211.0","54.5094","43.0","56.3753","0.0","710.0","37.3962","0.0","127.622","0.0","767.0","95.9057","62.0","132.067","-601.0","211.0","17.1132","38.0","137.208","11.0","11.0","0.0","11.0","11.0","1.0","50.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"1199900.0","0.0","191483.0","4.0","0.0","896.0","256.0","56.0","310.296","0.0","896.0","212.778","56.0","320.916","0.0","173.0","43.2222","15.0","58.7665","0.0","896.0","251.556","56.0","311.033","-57.0","896.0","169.556","-9.0","341.463","183.0","63.0","120.0","165.0","-57.0","32.0","73.0","310.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0"
"49408300.0","0.0","1008930.0","42.0","0.0","744.0","52.2857","30.0","112.099","0.0","141.0","19.9286","12.5","24.0212","0.0","603.0","28.0","1.0","92.1784","0.0","637.0","47.4524","30.0","95.9725","-462.0","57.0","-8.07143","0.0","76.0089","30.0","30.0","0.0","30.0","30.0","2.0","143.0","110.0","0.0","21.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0"
"210176.0","0.0","33484.0","18.0","25.0","47.0","36.0","36.0","11.0","4.0","47.0","25.5","25.5","21.5","0.0","21.0","10.5","10.5","10.5","22.0","47.0","34.5","34.5","12.5","-17.0","47.0","15.0","15.0","32.0","47.0","47.0","0.0","47.0","47.0","7.0","111.0","16.0","0.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0"
"11016800.0","0.0","129873.0","12.0","0.0","2458.0","783.0","254.5","871.034","0.0","859.0","312.571","254.5","267.504","0.0","1587.0","403.143","0.0","604.274","0.0","1910.0","672.214","254.5","702.612","-1047.0","708.0","-90.5714","40.5","530.341","1970.0","584.0","1386.0","1607.0","-802.0","42.0","40.0","36.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","274.0"
"202466.0","35.0","19214.0","71.0","3.0","241.0","94.6923","46.0","97.5605","2.0","162.0","33.9231","14.0","43.025","0.0","208.0","54.6154","0.0","76.6737","3.0","228.0","90.6923","44.0","92.2416","-176.0","162.0","-20.6923","5.0","85.371","241.0","12.0","149.0","228.0","-137.0","50.0","141.0","130.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"413585.0","49.0","14380.0","52.0","0.0","89.0","23.8571","18.5","20.2409","0.0","89.0","12.6071","6.0","18.6784","0.0","54.0","8.92857","0.0","14.8923","0.0","89.0","23.6071","18.5","19.9416","-51.0","89.0","3.67857","0.0","27.1899","7.0","0.0","7.0","7.0","-7.0","43.0","53.0","2.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2307540.0","0.0","56506.0","52.0","0.0","68.0","11.1159","6.0","14.6846","0.0","61.0","7.24638","4.0","10.898","0.0","34.0","2.76812","0.0","6.68796","0.0","61.0","10.6812","5.0","13.9912","-23.0","61.0","4.47826","2.0","12.7252","50.0","40.0","10.0","50.0","30.0","25.0","64.0","132.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
"1422430.0","0.0","35610.0","9.0","0.0","112.0","15.4118","7.5","21.1509","0.0","112.0","13.0588","4.5","20.5182","0.0","47.0","1.91176","0.0","8.0636","0.0","112.0","15.1765","7.0","21.0831","-45.0","112.0","11.1471","4.5","22.9887","6.0","6.0","0.0","6.0","6.0","21.0","97.0","2.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"1743330.0","0.0","219898.0","7.0","1.0","1096.0","548.5","548.5","547.5","0.0","414.0","207.0","207.0","207.0","1.0","682.0","341.5","341.5","340.5","1.0","983.0","492.0","492.0","491.0","-268.0","-1.0","-134.5","-134.5","133.5","1096.0","414.0","682.0","983.0","-268.0","39.0","0.0","200.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","144.0"
"6142740.0","0.0","806252.0","20.0","0.0","2145.0","276.961","190.0","286.606","0.0","1931.0","170.661","109.5","227.428","0.0","805.0","66.1778","0.0","127.071","0.0","1931.0","267.639","186.5","267.755","-558.0","1931.0","104.483","71.5","272.664","147.0","147.0","0.0","147.0","147.0","7.0","101.0","42.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","55.0"
"1422430.0","0.0","35610.0","9.0","0.0","112.0","15.4118","7.5","21.1509","0.0","112.0","13.0588","4.5","20.5182","0.0","47.0","1.91176","0.0","8.0636","0.0","112.0","15.1765","7.0","21.0831","-45.0","112.0","11.1471","4.5","22.9887","13.0","13.0","0.0","13.0","13.0","15.0","159.0","3.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0"
"10088200.0","17695.0","735009.0","9.0","0.0","305.0","116.577","94.0","82.3161","0.0","305.0","103.923","83.0","86.4576","0.0","149.0","12.6538","0.0","38.1978","0.0","305.0","116.462","94.0","82.2796","-123.0","305.0","91.2692","83.0","105.319","216.0","216.0","0.0","216.0","216.0","13.0","358.0","448.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0"
"3566970.0","0.0","38251.0","3.0","0.0","585.0","64.2143","9.0","155.734","0.0","585.0","63.3571","6.5","156.053","0.0","9.0","0.857143","0.0","2.32555","0.0","585.0","64.0","8.5","155.812","-7.0","585.0","62.5","6.5","156.406","10.0","10.0","0.0","10.0","10.0","7.0","211.0","3.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0"
"14936800.0","107.0","698319.0","9.0","0.0","863.0","217.667","83.0","278.796","0.0","863.0","217.667","83.0","278.796","0.0","0.0","0.0","0.0","0.0","0.0","863.0","217.667","83.0","278.796","0.0","863.0","217.667","83.0","278.796","144.0","144.0","0.0","144.0","144.0","5.0","148.0","69.0","0.0","9.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","42.0"
"952756.0","8.0","443107.0","9.0","0.0","2369.0","83.0374","18.0","238.546","0.0","2369.0","81.0467","17.5","237.072","0.0","218.0","1.99065","0.0","17.3285","0.0","2369.0","82.9907","18.0","238.473","-163.0","2369.0","79.0561","17.0","236.86","5.0","5.0","0.0","5.0","5.0","14.0","90.0","12.0","0.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"952756.0","8.0","443107.0","9.0","0.0","2369.0","83.0374","18.0","238.546","0.0","2369.0","81.0467","17.5","237.072","0.0","218.0","1.99065","0.0","17.3285","0.0","2369.0","82.9907","18.0","238.473","-163.0","2369.0","79.0561","17.0","236.86","18.0","18.0","0.0","18.0","18.0","10.0","258.0","13.0","0.0","16.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"519601.0","373.0","8078.0","10.0","0.0","31.0","10.75","5.5","11.1887","0.0","14.0","4.875","3.5","4.31386","0.0","22.0","5.875","0.0","9.11643","0.0","28.0","10.25","5.0","10.5564","-16.0","14.0","-1.0","1.5","8.8459","9.0","5.0","4.0","8.0","1.0","28.0","166.0","90.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"879585.0","11.0","49540.0","9.0","0.0","667.0","118.222","54.0","164.291","0.0","667.0","111.259","37.0","167.652","0.0","52.0","5.2963","0.0","14.7543","0.0","667.0","118.037","54.0","164.355","-50.0","667.0","105.963","37.0","171.693","182.0","182.0","0.0","182.0","182.0","14.0","69.0","961.0","0.0","18.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","24.0"
"228637.0","0.0","1449.0","76.0","1.0","4.0","2.75","3.0","1.29904","0.0","4.0","2.0","2.0","1.41421","0.0","2.0","0.75","0.5","0.829156","1.0","4.0","2.5","2.5","1.11803","-1.0","4.0","1.25","1.0","1.92029","2.0","2.0","0.0","2.0","2.0","7.0","25.0","1.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"150211.0","26.0","5091.0","20.0","3.0","14.0","8.5","8.5","5.5","2.0","3.0","2.5","2.5","0.5","0.0","12.0","6.0","6.0","6.0","3.0","13.0","8.0","8.0","5.0","-10.0","3.0","-3.5","-3.5","6.5","3.0","3.0","0.0","3.0","3.0","20.0","30.0","3.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0"
"3032490.0","4584.0","114769.0","9.0","0.0","261.0","32.4054","7.0","58.6467","0.0","261.0","27.7027","6.0","54.4316","0.0","121.0","4.7027","0.0","20.1546","0.0","261.0","31.4054","7.0","56.9563","-81.0","261.0","23.0","5.0","57.4334","161.0","161.0","0.0","161.0","161.0","7.0","178.0","804.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","11.0"
"1578740.0","69.0","2761.0","11.0","0.0","14.0","1.03846","0.0","2.73834","0.0","14.0","0.961538","0.0","2.75235","0.0","1.0","0.0769231","0.0","0.266469","0.0","14.0","1.03846","0.0","2.73834","-1.0","14.0","0.884615","0.0","2.79184","0.0","0.0","0.0","0.0","0.0","57.0","16.0","1.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"12518.0","0.0","479.0","1.0","0.0","30.0","8.77778","8.0","7.79997","0.0","30.0","8.11111","5.0","7.92246","0.0","12.0","0.666667","0.0","2.74874","0.0","30.0","8.72222","8.0","7.77321","-11.0","30.0","7.44444","5.0","8.93322","6.0","6.0","0.0","6.0","6.0","23.0","40.0","3.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"9007230.0","0.0","231194.0","1.0","6.0","35.0","20.5","21.5","9.25113","0.0","35.0","15.5","15.0","10.8436","0.0","18.0","5.0","3.0","6.40312","6.0","35.0","19.6667","20.5","8.93806","-10.0","35.0","10.5","12.0","15.2179","13.0","13.0","0.0","13.0","13.0","4.0","706.0","38.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0"
"640987.0","0.0","84288.0","1.0","0.0","63.0","8.81579","5.0","10.0565","0.0","41.0","6.15789","3.5","7.69778","0.0","52.0","2.17544","0.0","6.35395","0.0","57.0","8.67544","5.0","9.70937","-41.0","41.0","3.98246","3.0","10.305","0.0","0.0","0.0","0.0","0.0","22.0","91.0","38.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"2975850.0","0.0","41533.0","42.0","0.0","34.0","10.3","8.0","9.73191","0.0","34.0","9.45","7.0","9.85127","0.0","10.0","0.75","0.0","2.38485","0.0","34.0","10.2","8.0","9.71391","-4.0","34.0","8.7","7.0","10.436","0.0","0.0","0.0","0.0","0.0","2.0","290.0","3.0","0.0","24.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0"
"684014.0","0.0","72208.0","9.0","0.0","307.0","38.9474","19.0","55.4522","0.0","307.0","35.1053","15.0","56.7004","0.0","25.0","1.98684","0.0","5.32495","0.0","307.0","38.7105","19.0","55.4669","-22.0","307.0","33.1184","15.0","58.0485","269.0","269.0","0.0","269.0","269.0","1.0","25.0","20.0","0.0","18.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","13.0"
"4349420.0","0.0","614043.0","9.0","0.0","958.0","65.9742","24.0","126.961","0.0","787.0","61.0968","22.0","112.517","0.0","371.0","4.87742","0.0","33.6782","0.0","912.0","65.5871","24.0","124.844","-126.0","787.0","56.2194","21.0","107.096","19.0","19.0","0.0","19.0","19.0","10.0","148.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"1957590.0","0.0","105153.0","26.0","0.0","332.0","16.1127","4.0","46.6894","0.0","332.0","10.4366","2.0","39.3392","0.0","45.0","2.98592","0.0","6.53375","0.0","332.0","15.2958","4.0","44.0126","-29.0","332.0","7.4507","0.0","40.2572","5.0","2.0","3.0","5.0","-1.0","28.0","79.0","22.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
